,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
228771,NGA,Nigeria,Pigmeat,Consumption,2022,Tonnes,Hundreds,2755.96,Nigeria,Not a continent,Not an Economic Area,5.988,,,2755.96,
228944,NGA,Nigeria,Pigmeat,Human consumption per capita,1990,Kilograms per capita,Units,0.876,Nigeria,Not a continent,Not an Economic Area,5.988,5.245488000000001,,,0.876
228945,NGA,Nigeria,Pigmeat,Human consumption per capita,1991,Kilograms per capita,Units,0.853,Nigeria,Not a continent,Not an Economic Area,5.988,5.107764,,,0.853
228946,NGA,Nigeria,Pigmeat,Human consumption per capita,1992,Kilograms per capita,Units,0.876,Nigeria,Not a continent,Not an Economic Area,5.988,5.245488000000001,,,0.876
228947,NGA,Nigeria,Pigmeat,Human consumption per capita,1993,Kilograms per capita,Units,0.889,Nigeria,Not a continent,Not an Economic Area,5.988,5.323332000000001,,,0.889
228948,NGA,Nigeria,Pigmeat,Human consumption per capita,1994,Kilograms per capita,Units,0.9,Nigeria,Not a continent,Not an Economic Area,5.988,5.389200000000001,,,0.9
228949,NGA,Nigeria,Pigmeat,Human consumption per capita,1995,Kilograms per capita,Units,0.966,Nigeria,Not a continent,Not an Economic Area,5.988,5.784408,,,0.966
228950,NGA,Nigeria,Pigmeat,Human consumption per capita,1996,Kilograms per capita,Units,0.974,Nigeria,Not a continent,Not an Economic Area,5.988,5.832312,,,0.974
228951,NGA,Nigeria,Pigmeat,Human consumption per capita,1997,Kilograms per capita,Units,0.981,Nigeria,Not a continent,Not an Economic Area,5.988,5.8742280000000004,,,0.981
228952,NGA,Nigeria,Pigmeat,Human consumption per capita,1998,Kilograms per capita,Units,0.987,Nigeria,Not a continent,Not an Economic Area,5.988,5.910156000000001,,,0.987
228953,NGA,Nigeria,Pigmeat,Human consumption per capita,1999,Kilograms per capita,Units,1.022,Nigeria,Not a continent,Not an Economic Area,5.988,6.1197360000000005,,,1.022
228954,NGA,Nigeria,Pigmeat,Human consumption per capita,2000,Kilograms per capita,Units,1.005,Nigeria,Not a continent,Not an Economic Area,5.988,6.017939999999999,,,1.005
228955,NGA,Nigeria,Pigmeat,Human consumption per capita,2001,Kilograms per capita,Units,1.029,Nigeria,Not a continent,Not an Economic Area,5.988,6.161652,,,1.029
228956,NGA,Nigeria,Pigmeat,Human consumption per capita,2002,Kilograms per capita,Units,1.169,Nigeria,Not a continent,Not an Economic Area,5.988,6.9999720000000005,,,1.169
228957,NGA,Nigeria,Pigmeat,Human consumption per capita,2003,Kilograms per capita,Units,1.059,Nigeria,Not a continent,Not an Economic Area,5.988,6.341292,,,1.059
228958,NGA,Nigeria,Pigmeat,Human consumption per capita,2004,Kilograms per capita,Units,1.074,Nigeria,Not a continent,Not an Economic Area,5.988,6.431112000000001,,,1.074
228959,NGA,Nigeria,Pigmeat,Human consumption per capita,2005,Kilograms per capita,Units,1.087,Nigeria,Not a continent,Not an Economic Area,5.988,6.508956,,,1.087
228960,NGA,Nigeria,Pigmeat,Human consumption per capita,2006,Kilograms per capita,Units,1.102,Nigeria,Not a continent,Not an Economic Area,5.988,6.598776000000001,,,1.102
228961,NGA,Nigeria,Pigmeat,Human consumption per capita,2007,Kilograms per capita,Units,1.116,Nigeria,Not a continent,Not an Economic Area,5.988,6.682608000000001,,,1.116
228962,NGA,Nigeria,Pigmeat,Human consumption per capita,2008,Kilograms per capita,Units,1.131,Nigeria,Not a continent,Not an Economic Area,5.988,6.772428000000001,,,1.131
228963,NGA,Nigeria,Pigmeat,Human consumption per capita,2009,Kilograms per capita,Units,1.145,Nigeria,Not a continent,Not an Economic Area,5.988,6.856260000000001,,,1.145
228964,NGA,Nigeria,Pigmeat,Human consumption per capita,2010,Kilograms per capita,Units,1.153,Nigeria,Not a continent,Not an Economic Area,5.988,6.904164000000001,,,1.153
228965,NGA,Nigeria,Pigmeat,Human consumption per capita,2011,Kilograms per capita,Units,1.167,Nigeria,Not a continent,Not an Economic Area,5.988,6.987996000000001,,,1.167
228966,NGA,Nigeria,Pigmeat,Human consumption per capita,2012,Kilograms per capita,Units,1.163,Nigeria,Not a continent,Not an Economic Area,5.988,6.964044,,,1.163
228967,NGA,Nigeria,Pigmeat,Human consumption per capita,2013,Kilograms per capita,Units,1.158,Nigeria,Not a continent,Not an Economic Area,5.988,6.934104,,,1.158
228968,NGA,Nigeria,Pigmeat,Human consumption per capita,2014,Kilograms per capita,Units,1.12,Nigeria,Not a continent,Not an Economic Area,5.988,6.706560000000001,,,1.12
228969,NGA,Nigeria,Pigmeat,Human consumption per capita,2015,Kilograms per capita,Units,1.153,Nigeria,Not a continent,Not an Economic Area,5.988,6.904164000000001,,,1.153
228970,NGA,Nigeria,Pigmeat,Human consumption per capita,2016,Kilograms per capita,Units,1.183,Nigeria,Not a continent,Not an Economic Area,5.988,7.083804000000001,,,1.183
228971,NGA,Nigeria,Pigmeat,Human consumption per capita,2017,Kilograms per capita,Units,1.212,Nigeria,Not a continent,Not an Economic Area,5.988,7.257456,,,1.212
228972,NGA,Nigeria,Pigmeat,Human consumption per capita,2018,Kilograms per capita,Units,1.202,Nigeria,Not a continent,Not an Economic Area,5.988,7.197576000000001,,,1.202
228973,NGA,Nigeria,Pigmeat,Human consumption per capita,2019,Kilograms per capita,Units,1.184,Nigeria,Not a continent,Not an Economic Area,5.988,7.089792,,,1.184
228974,NGA,Nigeria,Pigmeat,Human consumption per capita,2020,Kilograms per capita,Units,1.034,Nigeria,Not a continent,Not an Economic Area,5.988,6.191592000000001,,,1.034
228975,NGA,Nigeria,Pigmeat,Human consumption per capita,2021,Kilograms per capita,Units,0.994,Nigeria,Not a continent,Not an Economic Area,5.988,5.952072,,,0.994
228976,NGA,Nigeria,Pigmeat,Human consumption per capita,2022,Kilograms per capita,Units,0.992,Nigeria,Not a continent,Not an Economic Area,5.988,5.9400960000000005,,,0.992
229149,ARG,Argentina,Pigmeat,Production,1990,Tonnes,Hundreds,1545.9899999999998,Argentina,Not a continent,Not an Economic Area,5.988,,1545.9899999999998,,
229150,ARG,Argentina,Pigmeat,Production,1991,Tonnes,Hundreds,1452.97,Argentina,Not a continent,Not an Economic Area,5.988,,1452.97,,
229151,ARG,Argentina,Pigmeat,Production,1992,Tonnes,Hundreds,1596.93,Argentina,Not a continent,Not an Economic Area,5.988,,1596.93,,
229152,ARG,Argentina,Pigmeat,Production,1993,Tonnes,Hundreds,1799.18,Argentina,Not a continent,Not an Economic Area,5.988,,1799.18,,
229153,ARG,Argentina,Pigmeat,Production,1994,Tonnes,Hundreds,1832.78,Argentina,Not a continent,Not an Economic Area,5.988,,1832.78,,
229154,ARG,Argentina,Pigmeat,Production,1995,Tonnes,Hundreds,2073.9500000000003,Argentina,Not a continent,Not an Economic Area,5.988,,2073.9500000000003,,
229155,ARG,Argentina,Pigmeat,Production,1996,Tonnes,Hundreds,1760.0,Argentina,Not a continent,Not an Economic Area,5.988,,1760.0,,
229156,ARG,Argentina,Pigmeat,Production,1997,Tonnes,Hundreds,1600.0,Argentina,Not a continent,Not an Economic Area,5.988,,1600.0,,
229157,ARG,Argentina,Pigmeat,Production,1998,Tonnes,Hundreds,1898.0,Argentina,Not a continent,Not an Economic Area,5.988,,1898.0,,
229158,ARG,Argentina,Pigmeat,Production,1999,Tonnes,Hundreds,2224.46,Argentina,Not a continent,Not an Economic Area,5.988,,2224.46,,
229159,ARG,Argentina,Pigmeat,Production,2000,Tonnes,Hundreds,2230.0,Argentina,Not a continent,Not an Economic Area,5.988,,2230.0,,
229160,ARG,Argentina,Pigmeat,Production,2001,Tonnes,Hundreds,2125.58,Argentina,Not a continent,Not an Economic Area,5.988,,2125.58,,
229161,ARG,Argentina,Pigmeat,Production,2002,Tonnes,Hundreds,1710.0,Argentina,Not a continent,Not an Economic Area,5.988,,1710.0,,
229162,ARG,Argentina,Pigmeat,Production,2003,Tonnes,Hundreds,1583.1,Argentina,Not a continent,Not an Economic Area,5.988,,1583.1,,
229163,ARG,Argentina,Pigmeat,Production,2004,Tonnes,Hundreds,1853.0,Argentina,Not a continent,Not an Economic Area,5.988,,1853.0,,
229164,ARG,Argentina,Pigmeat,Production,2005,Tonnes,Hundreds,2154.96,Argentina,Not a continent,Not an Economic Area,5.988,,2154.96,,
229165,ARG,Argentina,Pigmeat,Production,2006,Tonnes,Hundreds,2621.73,Argentina,Not a continent,Not an Economic Area,5.988,,2621.73,,
229166,ARG,Argentina,Pigmeat,Production,2007,Tonnes,Hundreds,2761.16,Argentina,Not a continent,Not an Economic Area,5.988,,2761.16,,
229167,ARG,Argentina,Pigmeat,Production,2008,Tonnes,Hundreds,2742.46,Argentina,Not a continent,Not an Economic Area,5.988,,2742.46,,
229168,ARG,Argentina,Pigmeat,Production,2009,Tonnes,Hundreds,2888.53,Argentina,Not a continent,Not an Economic Area,5.988,,2888.53,,
229169,ARG,Argentina,Pigmeat,Production,2010,Tonnes,Hundreds,2790.0,Argentina,Not a continent,Not an Economic Area,5.988,,2790.0,,
229170,ARG,Argentina,Pigmeat,Production,2011,Tonnes,Hundreds,3006.63,Argentina,Not a continent,Not an Economic Area,5.988,,3006.63,,
229171,ARG,Argentina,Pigmeat,Production,2012,Tonnes,Hundreds,3310.0,Argentina,Not a continent,Not an Economic Area,5.988,,3310.0,,
229172,ARG,Argentina,Pigmeat,Production,2013,Tonnes,Hundreds,4164.42,Argentina,Not a continent,Not an Economic Area,5.988,,4164.42,,
229173,ARG,Argentina,Pigmeat,Production,2014,Tonnes,Hundreds,4418.22,Argentina,Not a continent,Not an Economic Area,5.988,,4418.22,,
229174,ARG,Argentina,Pigmeat,Production,2015,Tonnes,Hundreds,4749.049999999999,Argentina,Not a continent,Not an Economic Area,5.988,,4749.049999999999,,
229175,ARG,Argentina,Pigmeat,Production,2016,Tonnes,Hundreds,5190.0,Argentina,Not a continent,Not an Economic Area,5.988,,5190.0,,
229176,ARG,Argentina,Pigmeat,Production,2017,Tonnes,Hundreds,5650.0,Argentina,Not a continent,Not an Economic Area,5.988,,5650.0,,
229177,ARG,Argentina,Pigmeat,Production,2018,Tonnes,Hundreds,6000.0,Argentina,Not a continent,Not an Economic Area,5.988,,6000.0,,
229178,ARG,Argentina,Pigmeat,Production,2019,Tonnes,Hundreds,6103.26,Argentina,Not a continent,Not an Economic Area,5.988,,6103.26,,
229179,ARG,Argentina,Pigmeat,Production,2020,Tonnes,Hundreds,6469.450000000001,Argentina,Not a continent,Not an Economic Area,5.988,,6469.450000000001,,
229180,ARG,Argentina,Pigmeat,Production,2021,Tonnes,Hundreds,6628.23,Argentina,Not a continent,Not an Economic Area,5.988,,6628.23,,
229181,ARG,Argentina,Pigmeat,Production,2022,Tonnes,Hundreds,6709.75,Argentina,Not a continent,Not an Economic Area,5.988,,6709.75,,
229231,ARG,Argentina,Pigmeat,Consumption,1990,Tonnes,Hundreds,1536.31,Argentina,Not a continent,Not an Economic Area,5.988,,,1536.31,
229232,ARG,Argentina,Pigmeat,Consumption,1991,Tonnes,Hundreds,1531.6100000000001,Argentina,Not a continent,Not an Economic Area,5.988,,,1531.6100000000001,
229233,ARG,Argentina,Pigmeat,Consumption,1992,Tonnes,Hundreds,1928.64,Argentina,Not a continent,Not an Economic Area,5.988,,,1928.64,
229234,ARG,Argentina,Pigmeat,Consumption,1993,Tonnes,Hundreds,2112.57,Argentina,Not a continent,Not an Economic Area,5.988,,,2112.57,
229235,ARG,Argentina,Pigmeat,Consumption,1994,Tonnes,Hundreds,2133.2599999999998,Argentina,Not a continent,Not an Economic Area,5.988,,,2133.2599999999998,
229236,ARG,Argentina,Pigmeat,Consumption,1995,Tonnes,Hundreds,2270.95,Argentina,Not a continent,Not an Economic Area,5.988,,,2270.95,
229237,ARG,Argentina,Pigmeat,Consumption,1996,Tonnes,Hundreds,2209.0,Argentina,Not a continent,Not an Economic Area,5.988,,,2209.0,
229238,ARG,Argentina,Pigmeat,Consumption,1997,Tonnes,Hundreds,2170.0,Argentina,Not a continent,Not an Economic Area,5.988,,,2170.0,
229239,ARG,Argentina,Pigmeat,Consumption,1998,Tonnes,Hundreds,2531.2,Argentina,Not a continent,Not an Economic Area,5.988,,,2531.2,
229240,ARG,Argentina,Pigmeat,Consumption,1999,Tonnes,Hundreds,2874.52,Argentina,Not a continent,Not an Economic Area,5.988,,,2874.52,
229241,ARG,Argentina,Pigmeat,Consumption,2000,Tonnes,Hundreds,2831.04,Argentina,Not a continent,Not an Economic Area,5.988,,,2831.04,
229242,ARG,Argentina,Pigmeat,Consumption,2001,Tonnes,Hundreds,2285.5699999999997,Argentina,Not a continent,Not an Economic Area,5.988,,,2285.5699999999997,
229243,ARG,Argentina,Pigmeat,Consumption,2002,Tonnes,Hundreds,2147.15,Argentina,Not a continent,Not an Economic Area,5.988,,,2147.15,
229244,ARG,Argentina,Pigmeat,Consumption,2003,Tonnes,Hundreds,1929.47,Argentina,Not a continent,Not an Economic Area,5.988,,,1929.47,
229245,ARG,Argentina,Pigmeat,Consumption,2004,Tonnes,Hundreds,2099.55,Argentina,Not a continent,Not an Economic Area,5.988,,,2099.55,
229246,ARG,Argentina,Pigmeat,Consumption,2005,Tonnes,Hundreds,2406.0499999999997,Argentina,Not a continent,Not an Economic Area,5.988,,,2406.0499999999997,
229247,ARG,Argentina,Pigmeat,Consumption,2006,Tonnes,Hundreds,2987.1,Argentina,Not a continent,Not an Economic Area,5.988,,,2987.1,
229248,ARG,Argentina,Pigmeat,Consumption,2007,Tonnes,Hundreds,3089.38,Argentina,Not a continent,Not an Economic Area,5.988,,,3089.38,
229249,ARG,Argentina,Pigmeat,Consumption,2008,Tonnes,Hundreds,3064.08,Argentina,Not a continent,Not an Economic Area,5.988,,,3064.08,
229250,ARG,Argentina,Pigmeat,Consumption,2009,Tonnes,Hundreds,3315.66,Argentina,Not a continent,Not an Economic Area,5.988,,,3315.66,
229251,ARG,Argentina,Pigmeat,Consumption,2010,Tonnes,Hundreds,3231.7700000000004,Argentina,Not a continent,Not an Economic Area,5.988,,,3231.7700000000004,
229252,ARG,Argentina,Pigmeat,Consumption,2011,Tonnes,Hundreds,3501.8599999999997,Argentina,Not a continent,Not an Economic Area,5.988,,,3501.8599999999997,
229253,ARG,Argentina,Pigmeat,Consumption,2012,Tonnes,Hundreds,3546.32,Argentina,Not a continent,Not an Economic Area,5.988,,,3546.32,
229254,ARG,Argentina,Pigmeat,Consumption,2013,Tonnes,Hundreds,4268.12,Argentina,Not a continent,Not an Economic Area,5.988,,,4268.12,
229255,ARG,Argentina,Pigmeat,Consumption,2014,Tonnes,Hundreds,4431.84,Argentina,Not a continent,Not an Economic Area,5.988,,,4431.84,
229256,ARG,Argentina,Pigmeat,Consumption,2015,Tonnes,Hundreds,4788.22,Argentina,Not a continent,Not an Economic Area,5.988,,,4788.22,
229257,ARG,Argentina,Pigmeat,Consumption,2016,Tonnes,Hundreds,5347.02,Argentina,Not a continent,Not an Economic Area,5.988,,,5347.02,
229258,ARG,Argentina,Pigmeat,Consumption,2017,Tonnes,Hundreds,5884.19,Argentina,Not a continent,Not an Economic Area,5.988,,,5884.19,
229259,ARG,Argentina,Pigmeat,Consumption,2018,Tonnes,Hundreds,6217.72,Argentina,Not a continent,Not an Economic Area,5.988,,,6217.72,
229260,ARG,Argentina,Pigmeat,Consumption,2019,Tonnes,Hundreds,6177.51,Argentina,Not a continent,Not an Economic Area,5.988,,,6177.51,
229261,ARG,Argentina,Pigmeat,Consumption,2020,Tonnes,Hundreds,6255.349999999999,Argentina,Not a continent,Not an Economic Area,5.988,,,6255.349999999999,
229262,ARG,Argentina,Pigmeat,Consumption,2021,Tonnes,Hundreds,6462.92,Argentina,Not a continent,Not an Economic Area,5.988,,,6462.92,
229263,ARG,Argentina,Pigmeat,Consumption,2022,Tonnes,Hundreds,6561.130000000001,Argentina,Not a continent,Not an Economic Area,5.988,,,6561.130000000001,
229395,ARG,Argentina,Pigmeat,Human consumption per capita,1990,Kilograms per capita,Units,3.674,Argentina,Not a continent,Not an Economic Area,5.988,21.999912000000002,,,3.674
229396,ARG,Argentina,Pigmeat,Human consumption per capita,1991,Kilograms per capita,Units,3.612,Argentina,Not a continent,Not an Economic Area,5.988,21.628656000000003,,,3.612
229397,ARG,Argentina,Pigmeat,Human consumption per capita,1992,Kilograms per capita,Units,4.487,Argentina,Not a continent,Not an Economic Area,5.988,26.868156000000003,,,4.487
229398,ARG,Argentina,Pigmeat,Human consumption per capita,1993,Kilograms per capita,Units,4.851,Argentina,Not a continent,Not an Economic Area,5.988,29.047788,,,4.851
229399,ARG,Argentina,Pigmeat,Human consumption per capita,1994,Kilograms per capita,Units,4.837,Argentina,Not a continent,Not an Economic Area,5.988,28.963956,,,4.837
229400,ARG,Argentina,Pigmeat,Human consumption per capita,1995,Kilograms per capita,Units,5.086,Argentina,Not a continent,Not an Economic Area,5.988,30.454968000000004,,,5.086
229401,ARG,Argentina,Pigmeat,Human consumption per capita,1996,Kilograms per capita,Units,4.889,Argentina,Not a continent,Not an Economic Area,5.988,29.275332000000002,,,4.889
229402,ARG,Argentina,Pigmeat,Human consumption per capita,1997,Kilograms per capita,Units,4.747,Argentina,Not a continent,Not an Economic Area,5.988,28.425036000000002,,,4.747
229403,ARG,Argentina,Pigmeat,Human consumption per capita,1998,Kilograms per capita,Units,5.475,Argentina,Not a continent,Not an Economic Area,5.988,32.7843,,,5.475
229404,ARG,Argentina,Pigmeat,Human consumption per capita,1999,Kilograms per capita,Units,6.148,Argentina,Not a continent,Not an Economic Area,5.988,36.814224,,,6.148
229405,ARG,Argentina,Pigmeat,Human consumption per capita,2000,Kilograms per capita,Units,5.989,Argentina,Not a continent,Not an Economic Area,5.988,35.862132,,,5.989
229406,ARG,Argentina,Pigmeat,Human consumption per capita,2001,Kilograms per capita,Units,4.783,Argentina,Not a continent,Not an Economic Area,5.988,28.640604000000003,,,4.783
229407,ARG,Argentina,Pigmeat,Human consumption per capita,2002,Kilograms per capita,Units,4.445,Argentina,Not a continent,Not an Economic Area,5.988,26.616660000000003,,,4.445
229408,ARG,Argentina,Pigmeat,Human consumption per capita,2003,Kilograms per capita,Units,3.951,Argentina,Not a continent,Not an Economic Area,5.988,23.658588,,,3.951
229409,ARG,Argentina,Pigmeat,Human consumption per capita,2004,Kilograms per capita,Units,4.255,Argentina,Not a continent,Not an Economic Area,5.988,25.47894,,,4.255
229410,ARG,Argentina,Pigmeat,Human consumption per capita,2005,Kilograms per capita,Units,4.825,Argentina,Not a continent,Not an Economic Area,5.988,28.892100000000003,,,4.825
229411,ARG,Argentina,Pigmeat,Human consumption per capita,2006,Kilograms per capita,Units,5.93,Argentina,Not a continent,Not an Economic Area,5.988,35.50884,,,5.93
229412,ARG,Argentina,Pigmeat,Human consumption per capita,2007,Kilograms per capita,Units,6.072,Argentina,Not a continent,Not an Economic Area,5.988,36.35913600000001,,,6.072
229413,ARG,Argentina,Pigmeat,Human consumption per capita,2008,Kilograms per capita,Units,5.963,Argentina,Not a continent,Not an Economic Area,5.988,35.706444000000005,,,5.963
229414,ARG,Argentina,Pigmeat,Human consumption per capita,2009,Kilograms per capita,Units,6.388,Argentina,Not a continent,Not an Economic Area,5.988,38.251344,,,6.388
229415,ARG,Argentina,Pigmeat,Human consumption per capita,2010,Kilograms per capita,Units,6.164,Argentina,Not a continent,Not an Economic Area,5.988,36.910032,,,6.164
229416,ARG,Argentina,Pigmeat,Human consumption per capita,2011,Kilograms per capita,Units,6.61,Argentina,Not a continent,Not an Economic Area,5.988,39.58068000000001,,,6.61
229417,ARG,Argentina,Pigmeat,Human consumption per capita,2012,Kilograms per capita,Units,6.625,Argentina,Not a continent,Not an Economic Area,5.988,39.670500000000004,,,6.625
229418,ARG,Argentina,Pigmeat,Human consumption per capita,2013,Kilograms per capita,Units,7.89,Argentina,Not a continent,Not an Economic Area,5.988,47.24532,,,7.89
229419,ARG,Argentina,Pigmeat,Human consumption per capita,2014,Kilograms per capita,Units,8.108,Argentina,Not a continent,Not an Economic Area,5.988,48.55070400000001,,,8.108
229420,ARG,Argentina,Pigmeat,Human consumption per capita,2015,Kilograms per capita,Units,8.67,Argentina,Not a continent,Not an Economic Area,5.988,51.915960000000005,,,8.67
229421,ARG,Argentina,Pigmeat,Human consumption per capita,2016,Kilograms per capita,Units,9.586,Argentina,Not a continent,Not an Economic Area,5.988,57.400968000000006,,,9.586
229422,ARG,Argentina,Pigmeat,Human consumption per capita,2017,Kilograms per capita,Units,10.446,Argentina,Not a continent,Not an Economic Area,5.988,62.550648,,,10.446
229423,ARG,Argentina,Pigmeat,Human consumption per capita,2018,Kilograms per capita,Units,10.933,Argentina,Not a continent,Not an Economic Area,5.988,65.46680400000001,,,10.933
229424,ARG,Argentina,Pigmeat,Human consumption per capita,2019,Kilograms per capita,Units,10.76,Argentina,Not a continent,Not an Economic Area,5.988,64.43088,,,10.76
229425,ARG,Argentina,Pigmeat,Human consumption per capita,2020,Kilograms per capita,Units,10.796,Argentina,Not a continent,Not an Economic Area,5.988,64.646448,,,10.796
229426,ARG,Argentina,Pigmeat,Human consumption per capita,2021,Kilograms per capita,Units,11.054,Argentina,Not a continent,Not an Economic Area,5.988,66.19135200000001,,,11.054
229427,ARG,Argentina,Pigmeat,Human consumption per capita,2022,Kilograms per capita,Units,11.123,Argentina,Not a continent,Not an Economic Area,5.988,66.604524,,,11.123
229600,BRA,Brazil,Pigmeat,Production,1990,Tonnes,Hundreds,10500.0,Brazil,Not a continent,Not an Economic Area,5.988,,10500.0,,
229601,BRA,Brazil,Pigmeat,Production,1991,Tonnes,Hundreds,11200.0,Brazil,Not a continent,Not an Economic Area,5.988,,11200.0,,
229602,BRA,Brazil,Pigmeat,Production,1992,Tonnes,Hundreds,11880.0,Brazil,Not a continent,Not an Economic Area,5.988,,11880.0,,
229603,BRA,Brazil,Pigmeat,Production,1993,Tonnes,Hundreds,12500.0,Brazil,Not a continent,Not an Economic Area,5.988,,12500.0,,
229604,BRA,Brazil,Pigmeat,Production,1994,Tonnes,Hundreds,13000.0,Brazil,Not a continent,Not an Economic Area,5.988,,13000.0,,
229605,BRA,Brazil,Pigmeat,Production,1995,Tonnes,Hundreds,14300.0,Brazil,Not a continent,Not an Economic Area,5.988,,14300.0,,
229606,BRA,Brazil,Pigmeat,Production,1996,Tonnes,Hundreds,16000.0,Brazil,Not a continent,Not an Economic Area,5.988,,16000.0,,
